"Tid","Typ","Text"
"2026-03-09 15:48:08.677","Information","Sequence 31 start"
"2026-03-09 15:44:24.468","Information","Sequence 12 emptied 13 valves in 9 minutes"
"2026-03-09 15:40:28.499","Information","Sequence 21 queued"
"2026-03-09 15:39:48.879","Information","Sequence 31 queued"
"2026-03-09 15:30:00.110","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 15:30:00.040","Information","Sequence 12 start"
"2026-03-09 15:30:00.040","Information","Sequence 12 queued"
"2026-03-09 14:55:03.689","Information","Sequence 11 emptied 21 valves in 19 minutes"
"2026-03-09 14:43:05.772","Generellt","DV 13:12 failed to open"
"2026-03-09 14:30:00.095","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 14:30:00.025","Information","Sequence 11 start"
"2026-03-09 14:30:00.025","Information","Sequence 11 queued"
"2026-03-09 14:10:55.391","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 14:10:51.332","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 14:06:31.771","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 14:01:39.102","Information","Sequence 21 queued"
"2026-03-09 13:59:24.072","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 13:59:24.002","Information","Sequence 31 queued"
"2026-03-09 13:59:24.002","Information","Sequence 31 start"
"2026-03-09 13:49:04.435","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-09 13:41:39.096","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 13:41:39.096","Information","Sequence 21 start"
"2026-03-09 13:41:39.026","Information","Sequence 21 queued"
"2026-03-09 12:48:29.979","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 12:42:00.640","Information","Sequence 21 queued"
"2026-03-09 12:41:21.091","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 12:41:21.020","Information","Sequence 31 queued"
"2026-03-09 12:41:21.020","Information","Sequence 31 start"
"2026-03-09 12:05:58.069","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-09 11:59:20.890","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 11:59:20.820","Information","Sequence 22 start"
"2026-03-09 11:59:20.820","Information","Sequence 22 queued"
"2026-03-09 11:23:10.759","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 11:16:40.860","Information","Sequence 21 queued"
"2026-03-09 11:16:01.310","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 11:16:01.240","Information","Sequence 31 queued"
"2026-03-09 11:16:01.240","Information","Sequence 31 start"
"2026-03-09 10:52:37.396","Information","Sequence 53 emptied 8 valves in 6 minutes"
"2026-03-09 10:46:09.877","Information","Sequence 53 start"
"2026-03-09 10:46:08.756","Information","Sequence 52 emptied 2 valves in 1 minutes"
"2026-03-09 10:44:02.827","Information","Sequence 52 start"
"2026-03-09 10:44:01.708","Information","Sequence 51 emptied 9 valves in 8 minutes"
"2026-03-09 10:31:00.020","Information","Sequence 53 queued"
"2026-03-09 10:30:00.101","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 10:30:00.030","Information","Sequence 51 start"
"2026-03-09 10:30:00.030","Information","Sequence 51 queued"
"2026-03-09 10:30:00.030","Information","Sequence 52 queued"
"2026-03-09 10:29:28.811","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-09 10:24:47.762","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 10:24:38.312","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 10:23:03.812","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 10:23:03.743","Information","Sequence 22 start"
"2026-03-09 10:23:03.743","Information","Sequence 22 queued"
"2026-03-09 09:55:59.889","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 09:55:53.309","Generellt","Warning! High compressed air leakage"
"2026-03-09 09:55:53.239","Information","Change to automatic operation mode"
"2026-03-09 09:55:46.869","Generellt","Alarm reset"
"2026-03-09 09:55:42.809","Generellt","Alarm reset"
"2026-03-09 09:55:30.419","Generellt","Alarm reset"
"2026-03-09 09:53:04.260","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 09:52:57.190","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 09:49:45.391","Information","Change to manual operation mode"
"2026-03-09 09:49:45.391","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 09:49:02.203","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 09:08:34.960","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 09:02:06.391","Information","Sequence 21 queued"
"2026-03-09 09:01:26.842","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 09:01:26.771","Information","Sequence 31 queued"
"2026-03-09 09:01:26.771","Information","Sequence 31 start"
"2026-03-09 08:29:30.109","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 08:23:00.700","Information","Sequence 21 queued"
"2026-03-09 08:22:21.151","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 08:22:21.081","Information","Sequence 31 queued"
"2026-03-09 08:22:21.081","Information","Sequence 31 start"
"2026-03-09 07:49:27.298","Information","Change to automatic operation mode"
"2026-03-09 07:41:39.210","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 07:41:39.210","Information","Change to manual operation mode"
"2026-03-09 07:35:27.092","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 07:33:41.951","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 07:07:33.818","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-09 07:01:00.000","Information","Sequence 21 queued"
"2026-03-09 07:00:20.100","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 07:00:20.030","Information","Sequence 31 queued"
"2026-03-09 07:00:20.030","Information","Sequence 31 start"
"2026-03-09 06:28:18.607","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-09 06:28:10.207","Information","Change to automatic operation mode"
"2026-03-09 06:25:42.228","Information","Change to manual operation mode"
"2026-03-09 06:25:42.228","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 06:25:33.968","Information","Change to automatic operation mode"
"2026-03-09 06:25:02.678","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 06:25:02.678","Information","Change to manual operation mode"
"2026-03-09 06:24:49.727","Generellt","Warning! High compressed air leakage"
"2026-03-09 06:24:45.598","Generellt","Alarm reset"
"2026-03-09 06:22:56.188","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-09 03:45:15.674","Information","Sequence 42 emptied 11 valves in 10 minutes"
"2026-03-09 03:30:00.077","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 03:30:00.007","Information","Sequence 42 start"
"2026-03-09 03:30:00.007","Information","Sequence 42 queued"
"2026-03-09 03:08:04.223","Information","Sequence 41 emptied 1 valves in 2 minutes"
"2026-03-09 03:00:00.104","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 03:00:00.034","Information","Sequence 41 start"
"2026-03-09 02:54:59.946","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-09 02:54:58.826","Information","Sequence 41 emptied 24 valves in 19 minutes"
"2026-03-09 02:54:57.706","Information","Sequence 41 queued"
"2026-03-09 02:30:00.131","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 02:30:00.061","Information","Sequence 41 queued"
"2026-03-09 02:30:00.061","Information","Sequence 41 start"
"2026-03-09 01:01:13.641","Information","Sequence 3 emptied 47 valves in 21 minutes"
"2026-03-09 00:43:34.407","Generellt","Level error on DV 28:13"
"2026-03-09 00:35:00.118","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-09 00:35:00.049","Information","Sequence 3 start"
"2026-03-09 00:35:00.049","Information","Sequence 3 queued"
"2026-03-08 22:08:23.532","Generellt","COM error on DV 28:6"
"2026-03-08 20:40:48.023","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-08 20:33:22.615","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 20:33:22.545","Information","Sequence 21 queued"
"2026-03-08 20:33:22.545","Information","Sequence 21 start"
"2026-03-08 20:22:33.577","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-03-08 20:20:15.538","Information","Sequence 22 start"
"2026-03-08 20:20:14.347","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-08 20:18:25.848","Information","Sequence 22 queued"
"2026-03-08 20:13:22.539","Information","Sequence 21 start"
"2026-03-08 20:13:22.539","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 20:13:22.469","Information","Sequence 21 queued"
"2026-03-08 20:05:24.511","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-08 19:58:25.913","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 19:58:25.843","Information","Sequence 22 queued"
"2026-03-08 19:58:25.843","Information","Sequence 22 start"
"2026-03-08 18:58:00.137","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-08 18:51:22.258","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 18:51:22.258","Information","Sequence 21 start"
"2026-03-08 18:51:22.188","Information","Sequence 21 queued"
"2026-03-08 16:35:03.489","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-08 16:28:19.662","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 16:28:19.591","Information","Sequence 22 queued"
"2026-03-08 16:28:19.591","Information","Sequence 22 start"
"2026-03-08 15:47:33.031","Information","Sequence 12 emptied 17 valves in 13 minutes"
"2026-03-08 15:33:42.973","Information","Sequence 12 start"
"2026-03-08 15:33:41.853","Information","Sequence 22 emptied 1 valves in 3 minutes"
"2026-03-08 15:30:00.024","Information","Sequence 12 queued"
"2026-03-08 15:24:46.076","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 15:24:46.006","Information","Sequence 22 queued"
"2026-03-08 15:24:46.006","Information","Sequence 22 start"
"2026-03-08 14:54:37.143","Information","Sequence 11 emptied 24 valves in 19 minutes"
"2026-03-08 14:41:53.516","Generellt","DV 13:12 failed to open"
"2026-03-08 14:30:00.078","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 14:30:00.008","Information","Sequence 11 start"
"2026-03-08 14:30:00.008","Information","Sequence 11 queued"
"2026-03-08 14:13:49.323","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-08 14:07:16.694","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 14:07:16.624","Information","Sequence 22 queued"
"2026-03-08 14:07:16.624","Information","Sequence 22 start"
"2026-03-08 14:03:44.664","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-08 14:03:36.544","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-08 13:31:20.843","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-08 13:29:54.672","Information","Sequence 21 start"
"2026-03-08 13:29:53.553","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-08 13:29:13.862","Information","Sequence 21 queued"
"2026-03-08 13:23:08.604","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 13:23:08.535","Information","Sequence 22 start"
"2026-03-08 13:23:08.535","Information","Sequence 22 queued"
"2026-03-08 12:59:06.050","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-08 12:51:55.342","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 12:51:55.342","Information","Sequence 21 start"
"2026-03-08 12:51:55.272","Information","Sequence 21 queued"
"2026-03-08 12:46:35.652","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-08 12:46:17.803","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-08 10:50:37.399","Information","Sequence 52 emptied 5 valves in 3 minutes"
"2026-03-08 10:47:07.611","Information","Sequence 52 start"
"2026-03-08 10:47:06.421","Information","Sequence 51 emptied 7 valves in 11 minutes"
"2026-03-08 10:30:00.085","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 10:30:00.014","Information","Sequence 51 start"
"2026-03-08 10:30:00.014","Information","Sequence 52 queued"
"2026-03-08 10:30:00.014","Information","Sequence 51 queued"
"2026-03-08 09:40:36.436","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-08 09:39:03.896","Generellt","Warning! High compressed air leakage"
"2026-03-08 09:38:59.767","Generellt","Alarm reset"
"2026-03-08 09:38:51.857","Information","Change to automatic operation mode"
"2026-03-08 09:38:47.517","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 09:38:47.517","Information","Change to manual operation mode"
"2026-03-08 09:38:45.416","Information","Change to automatic operation mode"
"2026-03-08 09:38:31.347","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 09:38:31.347","Information","Change to manual operation mode"
"2026-03-08 09:38:27.007","Information","Change to automatic operation mode"
"2026-03-08 09:33:44.208","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 09:33:44.208","Information","Change to manual operation mode"
"2026-03-08 09:33:23.558","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-08 07:04:46.643","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-08 07:04:42.722","Generellt","Warning! High compressed air leakage"
"2026-03-08 07:04:38.593","Generellt","Alarm reset"
"2026-03-08 07:03:56.383","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-08 03:45:01.639","Information","Sequence 42 emptied 9 valves in 9 minutes"
"2026-03-08 03:44:02.699","Generellt","DV 24:8 failed to open"
"2026-03-08 03:30:00.113","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-08 03:30:00.042","Information","Sequence 42 queued"
"2026-03-08 03:30:00.042","Information","Sequence 42 start"
"2026-03-08 03:12:53.078","Information","Sequence 41 emptied 3 valves in 6 minutes"
